Group,Feature
119,h_500_weekave_pacific_ocean_pc19
120,t_850_weekave_pacific_ocean_pc15
121,t_850_weekave_pacific_ocean_pc14
122,t_500_weekave_pacific_ocean_pc20
123,h_850_weekave_pacific_ocean_pc15
123,slp_weekave_pacific_ocean_pc15
123,h_500_weekave_pacific_ocean_pc15
124,h_500_weekave_pacific_ocean_pc14
124,t_850_weekave_pacific_ocean_pc17
124,t_500_weekave_pacific_ocean_pc16
125,h_850_weekave_pacific_ocean_pc16
125,slp_weekave_pacific_ocean_pc16
125,h_500_weekave_pacific_ocean_pc16
126,h_500_weekave_pacific_trop_pc13
127,t_500_weekave_pacific_trop_pc14
128,slp_weekave_pacific_ocean_pc20
128,h_850_weekave_pacific_ocean_pc20
129,slp_weekave_pacific_trop_pc7
129,h_850_weekave_pacific_trop_pc7
130,h_850_weekave_pacific_trop_pc8
130,slp_weekave_pacific_trop_pc9
131,t_500_weekave_pacific_trop_pc6
131,h_500_weekave_pacific_trop_pc7
132,t_850_weekave_pacific_ocean_pc16
132,t_500_weekave_pacific_ocean_pc15
133,t_850_weekave_pacific_trop_pc6
134,slp_weekave_pacific_ocean_pc14
134,h_850_weekave_pacific_ocean_pc14
135,h_500_weekave_pacific_trop_pc4
135,h_850_weekave_pacific_trop_pc3
135,slp_weekave_pacific_trop_pc3
136,h_850_weekave_pacific_ocean_pc11
136,slp_weekave_pacific_ocean_pc11
136,h_500_weekave_pacific_ocean_pc12
137,t_850_weekave_pacific_ocean_pc12
137,t_500_weekave_pacific_ocean_pc13
138,h_500_weekave_pacific_trop_pc16
138,t_500_weekave_pacific_trop_pc17
139,t_500_weekave_pacific_trop_pc16
140,slp_weekave_pacific_trop_pc6
140,h_850_weekave_pacific_trop_pc6
141,t_500_weekave_pacific_trop_pc7
142,h_500_weekave_pacific_trop_pc14
143,t_850_weekave_pacific_trop_pc19
144,h_500_weekave_pacific_ocean_pc13
144,slp_weekave_pacific_ocean_pc13
144,h_850_weekave_pacific_ocean_pc13
145,h_850_weekave_pacific_trop_pc9
145,t_850_weekave_pacific_trop_pc7
145,slp_weekave_pacific_trop_pc8
146,t_500_weekave_pacific_ocean_pc14
146,t_500_weekave_pacific_trop_pc3
147,slp_weekave_pacific_trop_pc12
147,h_850_weekave_pacific_trop_pc12
148,t_850_weekave_pacific_trop_pc11
148,h_500_weekave_pacific_trop_pc10
149,t_500_weekave_pacific_trop_pc10
150,t_850_weekave_pacific_trop_pc13
151,ts_weekave_pacific_trop_pc15
152,t_850_weekave_pacific_trop_pc8
152,h_500_weekave_pacific_trop_pc8
153,t_850_weekave_pacific_trop_pc17
153,slp_weekave_pacific_trop_pc11
153,h_850_weekave_pacific_trop_pc11
154,t_500_weekave_pacific_trop_pc11
155,h_500_weekave_pacific_trop_pc20
156,t_500_weekave_pacific_trop_pc13
156,h_500_weekave_pacific_trop_pc12
157,h_850_weekave_pacific_trop_pc15
157,slp_weekave_pacific_trop_pc15
158,t_850_weekave_pacific_trop_pc16
159,slp_weekave_pacific_trop_pc14
159,h_850_weekave_pacific_trop_pc13
160,t_850_weekave_pacific_trop_pc10
161,slp_weekave_pacific_trop_pc13
161,h_850_weekave_pacific_trop_pc14
162,t_850_weekave_pacific_trop_pc15
163,ts_weekave_pacific_trop_pc18
164,slp_weekave_pacific_trop_pc18
164,h_850_weekave_pacific_trop_pc18
165,h_500_weekave_pacific_trop_pc19
165,t_500_weekave_pacific_trop_pc20
166,h_850_weekave_pacific_trop_pc17
166,slp_weekave_pacific_trop_pc16
167,h_850_weekave_pacific_trop_pc16
167,h_500_weekave_pacific_trop_pc15
167,slp_weekave_pacific_trop_pc17
168,h_500_weekave_pacific_trop_pc6
168,t_500_weekave_pacific_trop_pc5
169,t_850_weekave_pacific_trop_pc18
170,ts_weekave_pacific_ocean_pc5
171,ts_weekave_pacific_trop_pc6
172,t_850_weekave_pacific_trop_pc14
173,h_500_weekave_southern_canada_pc16
173,t_500_weekave_southern_canada_pc16
174,t_850_weekave_southern_canada_pc17
175,ts_weekave_atlantic_ocean_pc8
176,ts_weekave_southern_canada_pc20
177,slp_weekave_southern_canada_pc20
177,h_850_weekave_southern_canada_pc19
178,slp_weekave_southern_canada_pc19
178,h_850_weekave_southern_canada_pc20
179,t_500_weekave_southern_canada_pc18
179,h_500_weekave_southern_canada_pc18
180,t_850_weekave_southern_canada_pc18
181,t_500_weekave_southern_canada_pc19
181,h_500_weekave_southern_canada_pc19
182,h_500_weekave_conus_pc16
182,t_500_weekave_conus_pc17
183,t_500_weekave_southern_canada_pc9
183,h_500_weekave_southern_canada_pc9
183,t_850_weekave_southern_canada_pc9
183,ts_weekave_southern_canada_pc10
184,h_500_weekave_atlantic_ocean_pc13
184,slp_weekave_atlantic_ocean_pc13
184,h_850_weekave_atlantic_ocean_pc13
185,t_850_weekave_atlantic_ocean_pc12
185,t_500_weekave_atlantic_ocean_pc16
186,h_500_weekave_southern_canada_pc11
186,t_500_weekave_southern_canada_pc11
186,t_850_weekave_southern_canada_pc10
187,slp_weekave_southern_canada_pc10
187,h_850_weekave_southern_canada_pc10
188,h_850_weekave_southern_canada_pc9
188,slp_weekave_southern_canada_pc9
189,slp_weekave_southern_canada_pc12
189,h_850_weekave_southern_canada_pc12
190,ts_weekave_southern_canada_pc12
191,t_850_weekave_southern_canada_pc12
191,h_500_weekave_southern_canada_pc12
191,t_500_weekave_southern_canada_pc12
192,ts_weekave_southern_canada_pc13
193,t_850_weekave_conus_pc13
193,ts_weekave_conus_pc16
194,t_850_weekave_southern_canada_pc19
195,slp_weekave_southern_canada_pc18
195,h_850_weekave_southern_canada_pc18
196,t_500_weekave_southern_canada_pc17
196,h_500_weekave_southern_canada_pc17
197,slp_weekave_southern_canada_pc16
197,h_850_weekave_southern_canada_pc14
198,h_500_weekave_southern_canada_pc15
198,t_500_weekave_southern_canada_pc15
199,ts_weekave_conus_pc10
199,t_850_weekave_conus_pc9
199,t_500_weekave_conus_pc9
199,h_500_weekave_conus_pc9
200,h_850_weekave_conus_pc14
200,slp_weekave_conus_pc11
201,slp_weekave_southern_canada_pc17
201,h_850_weekave_southern_canada_pc16
202,slp_weekave_southern_canada_pc14
203,h_850_weekave_southern_canada_pc17
204,t_850_weekave_southern_canada_pc13
204,ts_weekave_southern_canada_pc15
205,ts_weekave_southern_canada_pc18
206,h_850_weekave_southern_canada_pc15
206,slp_weekave_southern_canada_pc15
207,slp_weekave_conus_pc13
208,t_500_weekave_southern_canada_pc13
208,h_500_weekave_southern_canada_pc14
209,t_850_weekave_southern_canada_pc15
210,slp_weekave_southern_canada_pc13
210,h_850_weekave_southern_canada_pc13
211,h_500_weekave_southern_canada_pc13
211,t_500_weekave_southern_canada_pc14
212,t_850_weekave_southern_canada_pc14
213,t_850_weekave_conus_pc19
214,ts_weekave_conus_pc20
215,t_500_weekave_conus_pc19
215,h_500_weekave_conus_pc19
216,h_850_weekave_conus_pc20
217,slp_weekave_conus_pc20
218,ts_weekave_southern_canada_pc7
219,ts_weekave_conus_pc15
220,ts_weekave_atlantic_ocean_pc14
221,slp_weekave_conus_pc17
222,h_850_weekave_conus_pc19
223,t_850_weekave_conus_pc18
224,t_850_weekave_southern_canada_pc20
225,t_500_weekave_conus_pc18
225,h_500_weekave_conus_pc18
226,t_850_weekave_conus_pc17
227,ts_weekave_conus_pc17
227,t_850_weekave_conus_pc16
228,h_850_weekave_conus_pc16
229,slp_weekave_conus_pc16
230,t_850_weekave_mexico_gulf_pc11
231,t_850_weekave_conus_pc14
232,h_850_weekave_conus_pc17
232,slp_weekave_conus_pc19
233,t_850_weekave_conus_pc15
234,ts_weekave_conus_pc19
235,h_500_weekave_conus_pc14
235,t_500_weekave_conus_pc14
236,slp_weekave_conus_pc18
236,h_850_weekave_conus_pc15
237,t_500_weekave_southern_canada_pc20
237,h_500_weekave_southern_canada_pc20
238,t_500_weekave_conus_pc12
238,h_500_weekave_conus_pc11
239,ts_weekave_conus_pc14
239,t_850_weekave_conus_pc11
240,h_850_weekave_conus_pc11
240,slp_weekave_conus_pc12
241,t_500_weekave_conus_pc11
241,h_500_weekave_conus_pc12
242,t_850_weekave_conus_pc10
242,ts_weekave_conus_pc11
243,h_500_weekave_conus_pc13
243,t_500_weekave_conus_pc13
244,slp_weekave_conus_pc14
244,h_850_weekave_conus_pc12
245,slp_weekave_conus_pc15
245,h_850_weekave_conus_pc13
246,t_850_weekave_conus_pc12
246,ts_weekave_conus_pc13
247,h_850_weekave_conus_pc18
248,slp_weekave_arctic_pc17
248,h_850_weekave_arctic_pc17
249,slp_weekave_arctic_pc18
249,h_850_weekave_arctic_pc18
250,t_500_weekave_arctic_pc19
250,h_500_weekave_arctic_pc19
250,t_850_weekave_arctic_pc18
251,ts_weekave_arctic_pc19
252,t_500_weekave_arctic_pc20
252,t_850_weekave_arctic_pc17
252,h_850_weekave_arctic_pc20
252,slp_weekave_arctic_pc20
252,h_500_weekave_arctic_pc20
253,ts_weekave_arctic_pc17
254,t_500_weekave_arctic_pc17
254,h_500_weekave_arctic_pc18
255,slp_weekave_arctic_pc19
255,t_850_weekave_arctic_pc19
255,h_850_weekave_arctic_pc19
256,slp_weekave_arctic_pc16
256,h_850_weekave_arctic_pc16
257,t_500_weekave_arctic_pc18
257,t_850_weekave_arctic_pc16
257,h_500_weekave_arctic_pc17
258,h_500_weekave_arctic_pc16
258,t_500_weekave_arctic_pc16
258,t_850_weekave_arctic_pc20
259,ts_weekave_arctic_pc20
260,t_500_weekave_pacific_ocean_pc7
260,slp_weekave_pacific_ocean_pc6
260,h_850_weekave_pacific_ocean_pc6
260,h_500_weekave_pacific_ocean_pc6
260,t_850_weekave_pacific_ocean_pc6
261,t_850_weekave_pacific_ocean_pc9
261,t_500_weekave_pacific_ocean_pc8
262,h_850_weekave_pacific_ocean_pc7
262,slp_weekave_pacific_ocean_pc7
262,t_850_weekave_pacific_ocean_pc7
262,h_500_weekave_pacific_ocean_pc7
263,slp_weekave_east_asia_pc13
263,t_500_weekave_east_asia_pc8
263,h_500_weekave_east_asia_pc7
263,t_850_weekave_east_asia_pc7
264,h_850_weekave_east_asia_pc7
264,slp_weekave_east_asia_pc8
265,slp_weekave_pacific_ocean_pc9
265,h_500_weekave_pacific_ocean_pc9
265,h_850_weekave_pacific_ocean_pc9
266,h_500_weekave_pacific_ocean_pc10
266,slp_weekave_pacific_ocean_pc10
266,h_850_weekave_pacific_ocean_pc10
267,t_500_weekave_pacific_ocean_pc11
267,t_850_weekave_pacific_ocean_pc11
268,h_850_weekave_pacific_ocean_pc12
268,h_500_weekave_pacific_ocean_pc11
268,slp_weekave_pacific_ocean_pc12
269,t_500_weekave_pacific_ocean_pc12
269,t_850_weekave_pacific_ocean_pc10
270,t_850_weekave_pacific_ocean_pc8
270,t_500_weekave_pacific_ocean_pc9
271,h_500_weekave_pacific_ocean_pc8
271,h_850_weekave_pacific_ocean_pc8
271,slp_weekave_pacific_ocean_pc8
272,t_500_weekave_pacific_ocean_pc10
273,t_850_weekave_southern_canada_pc5
273,ts_weekave_southern_canada_pc5
274,h_500_weekave_arctic_pc6
274,slp_weekave_arctic_pc6
274,h_850_weekave_arctic_pc6
274,ts_weekave_arctic_pc5
274,t_500_weekave_arctic_pc5
274,t_850_weekave_arctic_pc5
275,ts_weekave_arctic_pc6
276,slp_weekave_pacific_ocean_pc5
276,t_500_weekave_pacific_ocean_pc5
276,h_850_weekave_pacific_ocean_pc5
276,h_500_weekave_pacific_ocean_pc5
276,t_850_weekave_pacific_ocean_pc4
277,t_500_weekave_arctic_pc9
277,t_850_weekave_arctic_pc9
277,h_500_weekave_arctic_pc10
277,h_500_weekave_arctic_pc9
277,ts_weekave_arctic_pc10
277,slp_weekave_arctic_pc8
277,h_850_weekave_arctic_pc8
278,ts_weekave_east_asia_pc7
278,h_500_weekave_east_asia_pc4
278,h_850_weekave_east_asia_pc4
278,slp_weekave_east_asia_pc5
278,t_500_weekave_east_asia_pc5
278,t_850_weekave_east_asia_pc5
279,t_850_weekave_east_asia_pc4
279,t_500_weekave_east_asia_pc4
279,ts_weekave_east_asia_pc3
280,slp_weekave_east_asia_pc4
280,h_850_weekave_east_asia_pc5
280,h_500_weekave_east_asia_pc5
281,ts_weekave_east_asia_pc4
281,t_850_weekave_east_asia_pc3
281,t_500_weekave_east_asia_pc3
282,h_850_weekave_arctic_pc4
282,h_850_weekave_east_asia_pc3
282,slp_weekave_east_asia_pc3
282,h_500_weekave_arctic_pc5
282,slp_weekave_arctic_pc4
282,h_500_weekave_east_asia_pc3
283,slp_weekave_pacific_trop_pc4
283,h_850_weekave_pacific_trop_pc5
283,ts_weekave_pacific_trop_pc5
284,h_850_weekave_pacific_ocean_pc2
284,h_500_weekave_pacific_ocean_pc3
284,t_850_weekave_pacific_ocean_pc3
284,t_500_weekave_pacific_ocean_pc3
284,slp_weekave_pacific_ocean_pc2
285,ts_weekave_pacific_ocean_pc3
286,h_850_weekave_east_asia_pc8
286,slp_weekave_east_asia_pc6
287,ts_weekave_east_asia_pc5
287,t_850_weekave_east_asia_pc6
287,t_500_weekave_east_asia_pc7
287,t_500_weekave_east_asia_pc6
287,h_500_weekave_east_asia_pc6
288,t_500_weekave_arctic_pc7
288,t_850_weekave_arctic_pc6
288,ts_weekave_arctic_pc7
289,ts_weekave_east_asia_pc6
289,t_500_weekave_east_asia_pc11
290,t_500_weekave_arctic_pc10
290,h_850_weekave_arctic_pc7
290,h_500_weekave_arctic_pc7
290,slp_weekave_arctic_pc7
290,t_850_weekave_arctic_pc10
291,ts_weekave_arctic_pc12
292,h_850_weekave_east_asia_pc1
292,h_850_weekave_arctic_pc9
292,slp_weekave_east_asia_pc1
292,slp_weekave_east_asia_mean
292,h_850_weekave_east_asia_mean
292,slp_weekave_arctic_pc9
293,t_850_weekave_east_asia_pc2
293,h_500_weekave_east_asia_pc2
293,slp_weekave_east_asia_pc2
293,ts_weekave_east_asia_pc2
293,t_500_weekave_east_asia_pc2
293,h_850_weekave_east_asia_pc2
294,slp_weekave_arctic_pc5
294,h_850_weekave_arctic_pc5
294,t_500_weekave_arctic_pc4
294,h_500_weekave_arctic_pc4
294,ts_weekave_arctic_pc2
294,t_850_weekave_arctic_pc4
295,t_500_weekave_arctic_pc6
295,ts_weekave_arctic_mean
295,t_850_weekave_arctic_mean
295,t_500_weekave_arctic_mean
295,t_850_weekave_arctic_pc7
296,h_500_weekave_arctic_pc1
296,slp_weekave_arctic_pc1
296,t_850_weekave_arctic_pc1
296,h_500_weekave_arctic_mean
296,ts_weekave_arctic_pc1
296,t_500_weekave_arctic_pc1
296,slp_weekave_arctic_mean
297,t_850_weekave_east_asia_pc1
297,h_500_weekave_east_asia_pc1
297,ts_weekave_east_asia_pc1
297,t_500_weekave_east_asia_mean
297,ts_weekave_east_asia_mean
297,t_500_weekave_east_asia_pc1
297,t_850_weekave_east_asia_mean
297,h_500_weekave_east_asia_mean
298,t_500_weekave_arctic_pc2
298,h_500_weekave_arctic_pc2
298,h_850_weekave_arctic_pc2
298,ts_weekave_arctic_pc3
298,t_850_weekave_arctic_pc2
298,slp_weekave_arctic_pc2
299,ts_weekave_arctic_pc9
300,ts_weekave_arctic_pc13
301,ts_weekave_southern_canada_pc19
302,h_850_weekave_arctic_pc10
302,slp_weekave_arctic_pc11
303,slp_weekave_arctic_pc10
303,h_500_weekave_arctic_pc11
303,h_850_weekave_arctic_pc11
303,t_500_weekave_arctic_pc11
304,slp_weekave_arctic_pc13
304,t_500_weekave_arctic_pc14
304,h_850_weekave_arctic_pc13
304,h_500_weekave_arctic_pc13
304,t_850_weekave_arctic_pc11
305,t_850_weekave_arctic_pc15
305,ts_weekave_arctic_pc15
306,t_850_weekave_arctic_pc13
306,t_500_weekave_arctic_pc13
306,slp_weekave_arctic_pc12
306,h_850_weekave_arctic_pc12
306,h_500_weekave_arctic_pc14
307,ts_weekave_arctic_pc14
308,h_850_weekave_arctic_pc15
308,slp_weekave_arctic_pc15
309,h_500_weekave_arctic_pc15
309,t_850_weekave_arctic_pc14
309,t_500_weekave_arctic_pc15
309,ts_weekave_arctic_pc16
310,slp_weekave_atlantic_trop_pc12
311,h_850_weekave_atlantic_trop_pc18
312,t_850_weekave_atlantic_trop_pc17
313,ts_weekave_atlantic_ocean_pc3
314,ts_weekave_atlantic_trop_pc8
315,ts_weekave_pacific_ocean_pc9
316,ts_weekave_atlantic_trop_pc9
317,t_850_weekave_atlantic_trop_pc11
318,h_850_weekave_atlantic_trop_pc19
318,slp_weekave_atlantic_trop_pc19
319,ts_weekave_pacific_trop_pc2
319,t_850_weekave_pacific_trop_pc2
320,t_850_weekave_pacific_ocean_mean
320,ts_weekave_pacific_ocean_pc2
320,ts_weekave_pacific_ocean_mean
320,ts_weekave_atlantic_ocean_pc2
320,t_500_weekave_pacific_ocean_mean
320,t_500_weekave_pacific_ocean_pc6
321,ts_weekave_southern_canada_pc14
321,ts_weekave_conus_pc12
322,t_850_weekave_mexico_gulf_pc19
322,ts_weekave_mexico_gulf_pc4
323,ts_weekave_atlantic_ocean_pc1
323,t_850_weekave_pacific_trop_pc4
323,t_850_weekave_atlantic_trop_pc4
323,ts_weekave_atlantic_trop_pc1
323,ts_weekave_atlantic_ocean_mean
323,ts_weekave_pacific_trop_pc3
324,ts_weekave_pacific_ocean_pc4
325,ts_weekave_atlantic_trop_pc4
326,h_850_weekave_atlantic_trop_pc15
327,t_850_weekave_atlantic_trop_mean
327,t_850_weekave_atlantic_trop_pc1
328,h_850_weekave_atlantic_trop_pc3
328,slp_weekave_atlantic_trop_pc3
329,h_500_weekave_atlantic_trop_pc8
330,h_850_weekave_atlantic_trop_pc8
331,h_850_weekave_atlantic_ocean_pc9
331,h_500_weekave_atlantic_ocean_pc9
331,t_500_weekave_atlantic_ocean_pc10
331,slp_weekave_atlantic_ocean_pc9
332,h_500_weekave_atlantic_ocean_pc10
332,slp_weekave_atlantic_trop_pc1
332,slp_weekave_atlantic_ocean_pc10
332,h_850_weekave_atlantic_ocean_pc10
332,h_850_weekave_atlantic_trop_pc1
333,t_850_weekave_mexico_gulf_pc9
333,h_850_weekave_mexico_gulf_pc6
333,slp_weekave_mexico_gulf_pc7
334,slp_weekave_atlantic_trop_pc5
334,h_850_weekave_atlantic_trop_pc4
335,slp_weekave_pacific_trop_pc1
335,slp_weekave_mexico_gulf_pc3
335,h_850_weekave_pacific_trop_pc1
335,h_850_weekave_mexico_gulf_pc3
336,t_500_weekave_atlantic_trop_pc4
336,h_500_weekave_atlantic_trop_pc5
337,ts_weekave_mexico_gulf_pc3
337,h_500_weekave_mexico_gulf_pc3
337,t_500_weekave_mexico_gulf_pc3
337,t_850_weekave_mexico_gulf_pc3
338,ts_weekave_pacific_trop_pc1
338,t_850_weekave_pacific_trop_pc1
338,t_500_weekave_pacific_trop_pc1
338,t_850_weekave_pacific_trop_mean
338,ts_weekave_pacific_trop_mean
338,h_500_weekave_pacific_trop_pc1
338,t_500_weekave_atlantic_trop_mean
338,t_850_weekave_pacific_trop_pc3
338,h_850_weekave_pacific_trop_pc2
338,h_500_weekave_atlantic_trop_pc1
339,ts_weekave_pacific_ocean_pc1
340,ts_weekave_mexico_gulf_pc8
341,ts_weekave_atlantic_trop_pc3
342,ts_weekave_atlantic_trop_pc11
343,t_500_weekave_mexico_gulf_pc7
343,h_500_weekave_mexico_gulf_pc8
344,t_500_weekave_conus_pc10
344,h_500_weekave_conus_pc10
345,slp_weekave_conus_pc10
345,h_850_weekave_conus_pc10
346,h_850_weekave_mexico_gulf_pc8
346,slp_weekave_mexico_gulf_pc11
347,h_500_weekave_mexico_gulf_pc9
348,h_850_weekave_mexico_gulf_pc9
349,h_850_weekave_mexico_gulf_pc7
349,slp_weekave_mexico_gulf_pc8
350,h_500_weekave_mexico_gulf_pc6
350,t_850_weekave_mexico_gulf_pc6
351,ts_weekave_mexico_gulf_pc7
351,t_850_weekave_mexico_gulf_pc5
352,h_500_weekave_mexico_gulf_pc5
352,t_500_weekave_mexico_gulf_pc6
353,ts_weekave_mexico_gulf_pc5
353,slp_weekave_mexico_gulf_pc6
354,t_850_weekave_mexico_gulf_pc16
355,t_500_weekave_mexico_gulf_pc13
356,h_500_weekave_atlantic_ocean_pc8
356,h_850_weekave_atlantic_ocean_pc8
356,t_850_weekave_atlantic_ocean_pc9
356,slp_weekave_atlantic_ocean_pc8
357,t_850_weekave_atlantic_trop_pc5
357,slp_weekave_atlantic_trop_pc2
357,h_850_weekave_atlantic_trop_pc2
358,h_500_weekave_atlantic_trop_pc10
359,t_500_weekave_atlantic_trop_pc3
359,h_500_weekave_atlantic_trop_pc3
360,h_850_weekave_atlantic_trop_pc5
361,h_500_weekave_atlantic_trop_pc12
